peoplewithanopenldhospitalstay,peopleincontactwithmhservices,peoplesubjecttothe_mental_health_act,peoplebeingtreatedby_early_intervention_teams,peopleoncpafor_one_twomonths,spellsstarting,awolepisodes,peopleoncpafor_one_twomonthswithreview,daysofdelayeddischarge,_one_sevenyearsoldbeddays,peoplewithaccommodationstatusrecorded
3.7,,11,310,,425,*,14915,0,,
3.3,,1,759,,900,*,32270,10,26,
88.5,,*,*,,25,*,755,*,*,
*,,*,*,,*,*,3o0,*,*,
*,,1,*,,0,*,2510,*,*,
*,,*,*,,,*,156,*,*,
25.8,,*,*,,0,*,2765,*,*,
*,,*,*,,*,*,3a0,*,*,
0.6,,1,603,,1335,*,43720,45,24,
86.c3,,***,*,,70,*,2350,10,*,
*,,11,*,,10,*,695,*,*,
41.7,,*,*,,10,*,300,*,*,
57.9,,*,*,,35,*,1095,*,*,
33.3,,28,*,,20,*,1285,*,*,
*,,*,*,,*,*,03,*,*,
29.4,,3,392,,102,*,5650,*,13,
76.9,,*,*,,60,*,19h20,*,*,
18.8,,1,411,,410,*,13090,15,35,
79.4,,1,5,,30,*,990,0,6,
*,,*,-,,q20,*,595,*,-,
*,,1,18w2,,45,*,2370,5,4,
*,,*,*,,*,*,6i0,*,*,
*,,*,*,,p-,*,*,*,*,
*,,19,*,,25,*,835,*,*,
*,,9,*,,*,*,4585,*,*,
3.3,,*,*,,50,*,5360,*,*,
36.8,,*,*,,90,*,390,*,*,
7.2,,13,*,,75,*,6665,10,*,
58.5,,4,68,,75,*,2425,,16,
*,,*,*,,,*,15,*,*,
63.6,,3,*,,0,*,1090,*,*,
*,,*,*,,*,*,0,*,*,
64,,*,*,,150,*,4510,*,*,
25,,-,183,,195,,5770,30,11,
11.5,,1,768,,4243,44,238873,349,118,
*,,*,*,,10,*,245,*,*,
*,,*,*,,*,*,03,*,*,
56,,21,*,,05,*,1570,*,*,
20.7,,1,520,,1400,5,46355***,*,6,
*,,*,*,,*,*,03,*,*,
.8,,1,259,,170,*,5780,*,13,
7.8,,1,*,,145,*,4r670,*,*,
68.1,,13,404,,785,10,23780,25,49,
*,,*,*,,*,*,107,*,*,
*,,*,*,,01,*,370,*,*,
88.5,,3,279,,570,*,17150,10,81,
89,,*,*,,90,*,220,*,*,
*,,*,*,,*,*,0,*,*,
16.7,,19,*,,35,*,1115,*,*,
*,,*,*,,*,*,20,*,*,
2.9,,19,471,,465,*,21620,15,12,
82.4,,*,*,,35,*,1005,*,*,
19.8,,1,*,,90,*,2955,*,*,
4.9,,*,35,,340,*,9915,*,12,
*,,,*,,15,*,455,*,*,
60.3,,11,*,,20,*,6880,10,*,
19.1,,18,543,,535,*,19510,20,42,
57.1,,*,2,,245,*,7700,*,1,
53.,,,03,,200,*,6055,5,***,
899.,,***,16,,180,*,7010,*,4,
*,,*,*,,15,*,1530,*,*,
14.4,,02,*,,235,*,750,5,*,
*,,*,*,,5,*,285,*,*,
*,,*,*,,15,*,555,*,*,
*,,*,*,,*,*,06,*,*,
45.5,,1,*,,13o0,*,4075,*,*,
*,,*,*,,*,*,350,*,*,
49.3,,1,*,,225,*,9140,10,*,
22.6,,1,*,,210,*,6730,10,*,
61.1,,1,368,,30,*,110r5,*,14,
81.3,,*,*,,10,*,485,*,*,
*,,*,*,,*,*,d60,*,*,
26,,1,71,,610,35,5930,110,30,
48.1,,***,362,,2505,30,78920,10,50,
48,,*,*,,10,*,750,*,*,
48.1,,*,*,,50,*,1520,*,*,
17,,-,728,,2575,15,86135,75,8,
25.7,,1,d5,,145,*,4675,10,5,
*,,*,***,,*,*,03,*,***,
41.3,,6,2,,215,*,7195,5,3,
12.8,,1,126,,1145,*,h53625,*,14,
*,,*,a-,,-,*,*,*,-,
48.6,,*,*,,45,*,280,*,*,
*,,*,*,,*,*,78x0,*,*,
7.8,,23,*,,145,*,4535,*,*,
*,,*,*,,0,*,470,*,*,
57.1,,*,*,,50,*,1890,*,*,
*,,*,*,,*,*,10,*,*,
*,,*,*,,*,*,03,*,*,
94.4,,28,*,,20,*,665,*,*,
*,,*,*,,-,*,2m0,*,*,
*,,*,*,,5,*,55,*,*,
71.1,,-,250,,235,10,975,10,11,
*,,*,*,,-,*,5,*,*,
*,,*,*,,*,*,03,*,*,
*,,2,160,,05,*,1800,*,2,
*,,*,*,,25,*,1010,*,*,
*,,21,*,,10,*,505,*,*,
*,,*,*,,*,*,a30,*,*,
.94,,***,531,,15,*,1945,*,k8,
19.2,,8,14,,580,*,17730,20,2,
*,,,v-,,105,*,3725,*,-,
.3,,8,6o0,,905,*,28790,20,2,
7,,145,*,,55,*,2165,*,*,
1k2.5,,*,*,,60,*,2790,*,*,
*,,*,*,,*,*,780,*,*,
41.8,,-,945,,8040,r55,283985,275,47,
87.5,,*,*,,15,*,485,*,*,
9.8,,34,522,,170,*,8145,*,24,
*,,*,*,,*,*,5,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,0,*,*,
38.4,,6,*,,195,*,6100,10,*,
*,,*,*,,*,*,102,*,*,
30.9,,216,*,,125,*,4210,*,*,
*,,*,*,,***,*,25,*,*,
92.6,,*,*,,25,*,805,*,*,
24.1,,*,*,,30,*,g895,*,*,
*,,*,*,,25,*,915,*,*,
14d.3,,*,*,,50,*,1750,*,*,
34.5,,*,*,,5,*,1645,*,*,
34.8,,6g5,*,,45,*,1405,*,*,
76.5,,***,6,,340,*,1w0590,*,7,
*,,*,***,,*,*,6x0,*,-,
1.3,,3,17,,275,,8590,15,10,
74,,27,*,,45,*,1490,*,*,
76.7,,*,*,,70,*,2180,*,*,
*,,1,*,,15,*,930,*,*,
83.8,,***,26,,105,*,3230,10,9,
*,,*,*,,*,*,0,*,*,
*,,*,-,,-,*,01,*,,
492.,,*,3,,10,*,3625,*,11***,
20i.4,,1,*,,40,*,1550,*,*,
*,,*,*,,20,*,580,*,*,
64.8,,1,*,,160,*,4915,10,*,
208,,*,*,,45,*,1375,*,*,
25,,*,*,,20,*,1305,*,*,
*,,*,*,,35,*,1250,*,*,
*,,*,*,,*,*,5,*,*,
*,,19,22,,65,*,2350,*,14,
12.6,,1,39,,140,*,4365,*,4,
3y1.8,,*,*,,z20,*,625,*,*,
*,,*,*,,*,*,3n0,*,*,
2.2,,-,m389,,3105,10,100555,190,82,
2.9,,-,505,,5375,20,21180,*,35,
*,,2,*,,5,*,340,*,*,
*,,28,*,,45,*,4055***,***,*,
*,,*,*,,*,*,265,*,*,
90.7,,-,852,,240,10,88195,5,31,
79.6,,1,172,,635,*,23085,03,51,
92.9,,5,*,,55,*,1780,z5,*,
24.4,,1,*,,275,*,10980,o5,*,
76.6,,d3,16,,120,*,3640,10,3,
*,,*,*,,*,*,03,*,*,
45.5,,*,*,,30,*,970,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,*,*,0,*,*,
67.3,,21,33,,15i0,*,4935,*,89,
26.4,,3,35,,155,*,4810,*,10,
*,,*,*,,*,*,3v0,*,*,
81.4,,*,*,,40,*,1315,*,*,
37.4,,-,72,,11920,90,375285,40,54,
18.3,,*,*,,y40,*,3930,*,*,
53.1,,11,*,,4z0,*,1590,m5,*,
18.9,,34,*,,26v5,*,8215,*,*,
*,,*,*,,*,*,0,*,*,
35.1,,-,850,,255,*,10075,10,21,
82.2,,192,*,,150,5,4505,*,*,
28.4,,41,*,,60,*,650,*,*,
*,,*,*,,40,*,1440,*,*,
*,,*,*,,*,*,t60,*,*,
88,,*,*,,85,*,2495,*,*,
22.2,,-,*,,5,*,1375,*,*,
23.8,,31,*,,310,*,10070,10,*,
47.9,,5,164,,48e5,5,15570,30,4,
86,,*,*,,g55,*,1715,5,*,
*,,*,*,,10,*,265,*,*,
87,,6,28,,75,*,2190,10,j5,
16,,*,*,,1220,10,38715,*,*,
61.1,,-,829,,15755,*,613545,760,7,
14.4,,1,*,,90,*,3670,*,*,
*,,*,-,,-,*,15,*,-,
.24,,***,*,,165,*,8785,*,*,
0.8,,9,285,,400,*,18850,*,6,
4.4,,35,11,,240,*,595,20,***,
1.17,,7,*,,130,*,045,*,*,
*,,*,*,,20,*,1075,*,*,
5.2,,-,751,,895,*,2761a5,45,2,
*,,*,*,,15,*,665,*,*,
42.2,,2,*,,205,*,6135,10,*,
76.9,,*,63,,6x5,*,1780,*,81,
50,,5,*,,05,*,1780,*,*,
3.5,,1,-,,d50,*,5940,*,-,
*,,*,*,,53,*,1015,*,*,
*,,*,*,,*,*,3j0,*,*,
321.,,*,*,,20,*,40,*,*,
27.9,,30,*,,275,*,h8360,10,*,
*,,14,475,,15,*,4690,*,2,
*,,*,*,,*,*,c30,*,*,
*,,*,*,,*,*,101,*,*,
*,,*,*,,25,*,785,*,*,
10,,-,121,,3355,20,104675,155,36,
4.5,,*,*,,20,*,835,*,*,
619.,,*,*,,20,*,615,*,*,
16.7,,1,-,,30,*,1t085,*,-,
86m.6,,20,*,,125,*,4875,*,*,
33.7,,*,*,,10,*,2455,*,*,
11,,1,728,,780,5,23930,20,25,
8.4,,*,*,,230,*,7830,*,*,
*,,*,*,,25,*,1185,*,*,
88.6,,8,13,,30,e5,1070,0,24,
15.3,,-,868,,875,15,30370,*,71,
82.1,,22,*,,210,*,6415,*,*,
*,,p1,383,,y15,*,15,*,13,
15.6,,*,*,,03,*,1140,*,*,
28.6,,1,93,,1150,15,34915,54,14,
59.5,,-,651,,1940,*,64820,59,43,
*,,31,196,,55,*,1695,*,2,
*,,*,*,,*,*,0,*,*,
53.3,,*,*,,30,*,805,*,*,
60.7,,*,*,,30,*,b645,*,*,
81.3,,8,*,,50,*,1985,*,*,
9.3,,3,8,,130,*,6075,5,2,
58.7,,184,*,,5,*,2215,*,*,
7.5,,61,141,,70,*,22t85,10,20,
*,,*,-,,30,*,2709,*,-,
*,,*,*,,*,*,3i0,*,*,
52.8,,*,*,,90,*,2495,*,*,
53,,-,539,,7240,55,226070,40,93,
75,,*,*,,55,*,700,*,*,
88.5,,*,*,,5,*,805,*,*,
57.6,,,246,,756,*,23430,20,19,
29.4,,*,*,,10,*,510,*,*,
85.7,,15,*,,u45,*,1505,*,*,
57.1,,*,*,,1o0,*,395,*,*,
75,,*,*,,5,*,250,*,*,
*,,*,*,,*,*,3b0,*,*,
*,,*,*,,*,*,450,*,*,
33,,1,*,,170,*,5490,5,*,
*,,*,*,,*,*,***,*,*,
6.5,,o1,30,,55,*,3140,*,8,
9.9,,,31,,560,*,22065,*,22,
83.5,,-,548,,2100,25,65855,55,193,
7,,1,678,,430,*,1d9020,*,24,
11.1,,-,z813,,7370,45,261025,130,127,
*,,*,*,,15,*,545,*,*,
58.9,,5,*,,55***,*,y1805,***,*,
11j.9,,12,*,,225,*,6855,5,*,
13.3,,1,360,,545,*,16795,*,7,
85.7,,40,*,,85,*,2545,*,*,
*,,*,*,,*,*,03,*,*,
56.8,,*,*,,3m5,*,1104,*,*,
*,,***,382,,265,*,7990,20,3,
*,,*,*,,*,*,03,*,*,
*,,*,*,,*,*,7j5,*,*,
97.4,,*,*,,40,*,1165,*,*,
23.9,,*,*,,80,*,2760,*,*,
*,,*,*,,-,*,01,*,*,
*,,*,*,,*,*,0,*,*,
8.5,,1,59,,300***,*,9120,*,1,
*,,*,*,,*,*,i90,*,*,
*,,119,*,,20,*,1050,5,*,
*,,,368,,85,*,2870,15,9,
4.4,,2,115,,725,*,22775,*,1d3,
26.4,,98,*,,90,*,2790,5,*,
28.8,,*,161,,60,*,1865,*,4,
40.3,,74,*,,380,*,11420,5,*,
12.9,,42,624,,125,*,6290,*,14,
75,,1,*,,10,*,445,*,*,
29.6,,4i9,*,,185,*,5990,*,*,
60,,*,*,,5,*,295,*,*,
70.4,,12,835,,315,*,1p0510,15,8,
62.9,,,831,,140,*,4350,20,12,
4.2,,27,74,,675,*,20825,,10,
*,,*,*,,*,*,5,*,*,
16.4,,*,14,,60,*,1585,*,5,
*,,*,*,,*,*,03,*,*,
*,,2,26,,95,*,2695,5,2,
13.9,,*,*,,115,*,4985,*,*,
7.3,,16,141,,70,*,2345,10,20,
14.3,,*,*,,135,*,4620,*,*,
*,,***,*,,30,*,1070,*,*,
54.8,,*,*,,60,*,1830,*,*,
*,,1,*,,*,*,56,*,*,
25.7,,*,0,,20,*,850,*,1,
57.7,,-,250,,1705,95,67180,100,34,
*,,*,*,,*,*,p60,*,*,
*,,*,*,,*,*,0,*,*,
27.5,,33,*,,160,*,4730,5,*,
27.u1,,*,*,,210,5,6340,*,*,
60.9,,*,*,,45,*,1390,*,*,
21.1,,3,*,,305,*,9825,*,*,
*,,***,0,,35,*,117v0,*,1,
*,,*,-,,z10,*,390,*,-,
*,,*,-,,*,*,y30,*,-,
48.1,,*,*,,50,*,1570,*,*,
44.4,,-,*,,25,*,a830,*,*,
28.3,,*,*,,270,*,832l0,*,*,
8.8,,*,*,,140,*,6000,*,*,
833,,37,*,,35,*,1090,*,*,
3f5,,15,*,,25,10,1235,10,*,
20.5,,6,50,,335,5,11365,5,25,
17.4,,-,489,,2270,15,80820,130,21,
*,,-,57,,255,*,7995,j10,6,
16.8,,*,*,,125,*,3670,*,*,
*,,*,*,,40,*,1470,*,*,
66.7,,*,*,,10,*,605,*,*,
*,,*,*,,*,*,0,*,*,
6.6,,-,628,,3170,51,4180,30,24,
90.4,,-,536,,2020,*,69880,0,67,
*,,2,-,,5,*,230,*,-,
61.1,,*,*,,15,*,660,*,*,
34.2,,*,*,,115,5,4675,*,*,
*,,*,*,,*,*,y120,*,*,
245,,3,*,,5,*,1475,*,*,
x25,,*,2,,25,*,9s30,*,2,
*,,*,*,,*,*,p60,*,*,
*,,*,*,,5,*,595,*,*,
46,,144,*,,100***,*,2995,*,*,
*,,2,*,,20,*,990,*,*,
19.2,,*,*,,25,*,900,*,*,
*,,*,*,,*,*,3f0,*,*,
18.9,,5,*,,220,*,6790,5,*,
49,,1,*,,185,5,5745,10,*,
68.5,,57,*,,585,*,7800,*,*,
76d.7,,18,*,,55,*,1815,*,*,
83.3,,***,*,,*,*,240,*,*,
*,,*,-,,,*,540,*,-,
83.7,,y5,8,,100,*,3610,5,2,
x50,,*,*,,10,*,305,*,*,
*,,*,*,,***,*,420,*,*,
*,,*,*,,*,*,g30,*,*,
22.6,,61,187,,90,*,2755,*,2,
5,,1,*,,1a15,*,3730,*,*,
z33.3,,*,*,,30,*,1090,*,*,
*,,*,*,,d-,*,*,*,*,
53.3,,1,c8,,175,5,5550,15,12,
40.9,,2,77,,585,*,18750,5,8,
*,,*,*,,*,*,5,*,*,
*,,243,*,,225,*,8705,*,*,
*,,*,-,,*,*,75,*,-,
*,,35,*,,50,*,1765,*,*,
7.6,,*,*,,55,*,3585,*,*,
*,,*,*,,*,*,03,*,*,
36.2,,85,*,,50,*,1785,*,*,
2.2,,s1,608,,435,*,17120,*,10,
65.5,,1,672,,2210,*,69o335,0,40,
*,,*,*,,20,*,660,*,*,
50,,*,*,,20,*,530,*,*,
81.8,,*,*,,15,*,965,*,*,
*,,1,*,,50,*,5210,*,*,
78.6,,1,30,,205,*,645,***,2,
13.2,,29,*,,75,*,2760,*,*,
33.9,,*,*,,150,*,4905,*,*,
*,,*,*,,*,*,0,*,*,
*,,*,*,,45,*,190,*,*,
*,,21,*,,*,*,125,*,*,
92.9,,*,*,,01,*,435,*,*,
53.8,,*,*,,*,*,780,*,*,
*,,*,*,,y5,*,140,*,*,
73.,,21,30,,560,*,21920,35,13,
*,,j19,42,,125,*,3r840,5,7,
*,,*,*,,10,*,750,*,*,
*,,*,*,,*,*,0,*,*,
65.5,,a8,*,,85,*,2395,*,*,
*,,*,*,,5,*,480,*,*,
82,,134,1,,270,*,9570,*,3,
*,,*,-,,*,*,30,*,***,
1.7,,44,193,,45o0,*,1f3960,52,7,
*,,*,*,,5,*,510,*,*,
62.1,,1,138,,95,*,2885,*,19,
60.1,,6,40,,230,,7155,*,42,
13.2,,-,838,,15t895,145,910705,145,84,
75,,*,*,,70,*,2060,*,*,
39.5,,22,383,,q75,*,2345,15,9,
8.5,,11,92,,35,*,11770,0,11,
6.6,,1,47,,60,*,2080,*,4,
657.,,2,*,,30,*,960,*,*,
.6,,1,645,,0,*,2280,*,13,
*,,*,*,,***,*,25,*,*,
*,,*,*,,*,*,03,*,*,
6.1,,7,611,,120,*,3925,*,4,
*,,*,*,,*,*,03,*,*,
*,,*,*,,,*,150,*,*,
10,,*,*,,60,*,1765,*,*,
13.3,,*,*,,50,*,1655,*,*,
4.6,,28,o503,,390,*,12975,2r0,28,
*,,*,*,,*,*,03,*,*,
*,,,,,30,*,1065,*,-,
*,,10,*,,140,*,4455,*,*,
1.06,,,*,,95,*,2860,10,*,
*,,*,*,,*,*,0,*,*,
78,,1,34,,405,*,12320,h10,18,
*,,*,*,,,*,15,*,*,
g52.6,,*,*,,15,*,525,*,*,
62.5,,***,*,,190,*,5845,5,*,
*,,*,*,,*,*,03,*,*,
*,,*,*,,*,*,3z0,*,*,
69.6,,13,*,,50,5,17055,30,*,
78.8,,*,*,,105,*,3040,*,*,
*,,***,*,,01,*,108,*,*,
17.3,,*,*,,765,5,24015,*,*,
73.5,,60,*,,1p50,*,4715,*,*,
57.6,,1,*,,145,*,4570,5,*,
48.6,,*,*,,35,*,1060,*,*,
93.7,,31,*,,110,*,3475,0,*,
21.2,,3,54,,65,5,155,*,86,
*,,126,*,,20,*,725,*,*,
8.5,,9,*,,1k65,*,550,10,*,
*,,*,*,,*,*,a30,*,*,
38.5,,*,*,,5,*,390,*,*,
52.2,,*,*,,50,*,5380,*,*,
*,,*,*,,*,*,0,*,*,
93.3,,1,*,,15,*,420,5,*,
63.2,,41,*,,35,*,1120,*,*,
*,,8,35,,370,*,11320,25,2,
*,,*,-,,10,*,355,*,-,
*,,13,10,,95,*,2835,*,2,
14.7,,*,*,,3r0,*,990,*,*,
9.5,,*,*,,35,*,1265,*,*,
*,,*,*,,*,*,06,*,*,
*,,*,*,,5,*,345,*,*,
85.1,,*,*,,45,*,1440,*,*,
11.7,,54,*,,75,*,2395,5,*,
6.3,,170,301,,760,*,24650,b20,5,
29.3,,-,z311,,2100,10,65210,95,28,
88.2,,262,*,,175,*,5310,5,*,
*,,*,*,,*,*,06,*,*,
66.3,,47,78,,85,*,2765,*,41,
*,,*,*,,***,*,*,*,*,
11.4,,*,88,,20,*,1230,*,v34,
85.7,,1,*,,185,5,5715,*,*,
32.2,,13,1,,57,*,2675,5,2,
*,,*,*,,1s0,*,285,*,*,
47.4,,4,167,,460,d5,13845,*,43,
*,,125,*,,70,*,4020,*,*,
31,,*,*,,10,*,855,*,*,
*,,*,*,,*,*,0,*,*,
25.8,,15,*,,50,*,10505,*,*,
*,,35,3,,180,*,5580,*,3,
28.1,,10,748,,40,5,6885,10,85,
77.8,,*,*,,10,*,260,*,*,
7.4,,2,*,,545,*,21480,*,*,
60.1,,1,*,,25,*,535,10,*,
29.7,,8,*,,70,*,2280,5,*,
84,,*,*,,50,*,1475,*,*,
20.3,,-,56,,1075,5,37015,80,6,
62.1,,*,*,,30,*,855,*,*,
86.1,,*,*,,70,*,2115,*,*,
9.5,,1,*,,80,,3360,*,*,
56.3,,5,*,,105,*,4730,*,*,
13.5,,15,*,,00,*,17150,*,*,
*,,*,*,,15,*,1395,*,*,
*,,*,*,,*,*,3o0,*,*,
11.6,,7,*,,135,*,4075,*,*,
*,,*,-,,*,*,110,*,-,
36.1,,-,46,,520,*,24865,30,14,
*,,8,7,,35,*,1475,5,9,
7.2,,-,453,,1305,5,46260,80,01,
*,,*,*,,*,*,0,*,*,
3.2,,1,6b4,,180,*,8000,*,6,
0,,*,*,,5,*,355,*,*,
13.1,,1,696,,400,*,13625,10,8,
*,,*,*,,*,*,03,*,*,
81.8,,*,*,,10,*,310,*,*,
*,,*,*,,*,*,3c0,*,*,
59,,-,651,,1960,*,65785,n95,3,
*,,*,*,,*,*,3r0,*,*,
*,,*,*,,*,*,03,*,*,
*,,*,*,,*,*,3q0,*,*,
89.6,,*,*,,65,*,2050,*,*,
*,,*,-,,-,*,5,*,-,
92.3,,*,*,,15,*,390,*,*,
18.4,,10,*,,35,*,1185,*,*,
8.9,,b1,430,,970,5,31915,08,q72,
71.2,,5,49,,315,*,9385,10,12,
*,,*,*,,5,*,135,*,*,
*,,*,*,,*,*,03,*,*,
26.2,,-,728,,2740,40,95275,*,132,
34.3,,*,*,,p35,*,995,*,*,
11.1,,1,429,,710,10,22790,20,6,
28.3,,7,*,,3w5,*,1660,*,*,
90,,*,*,,90,*,2690,*,*,
73.9,,3,*,,15,*,630,*,*,
*,,8,*,,10,*,30,5,*,
8.z6,,1,*,,45,*,1785,*,*,
*,,*,*,,i5,*,195,*,*,
27.5,,10,*,,15,*,1210,*,*,
*,,*,*,,*,*,03,*,*,
47.4,,*,*,,5,*,2850,*,*,
*,,*,*,,*,*,0,*,*,
56.7,,*,*,,95,*,3090,*,*,
*,,*,*,,*,*,03,*,*,
*,,*,*,,15,*,00,*,*,
51.4,,*,*,,35,*,1095,*,*,
3.3,,1,142,,660,*,23100,50,,
40,,*,*,,03,*,13b55,*,*,
*,,*,*,,*,*,y30,*,*,
*,,*,*,,*,*,d30,*,*,
59.e2,,2o5,*,,280,*,8530,*,*,
*,,*,*,,5,*,1o80,*,*,
5.6,,1,368,,135,*,4805,35,10,
*,,*,-,,*,*,210,*,-,
t75.8,,1,175,,100,*,3015,*,23,
21.7,,63,*,,140,*,4465,*,*,
1.7,,*,*,,10,*,30,*,*,
69.6,,54,*,,150,*,480,1q0,*,
39.3,,8,1,,20,*,835,20,4,
1n7,,***,8j82,,10015,55,317955,375,69,
86.2,,*,*,,30,*,840,*,*,
*,,*,*,,15,*,o750,*,*,
88.2,,46,*,,95,*,2895,*,*,
239,,24,463,,285,*,10380,10,4,
*,,*,*,,5,*,2x15,*,*,
76.6,,*,*,,45,*,1395,5,*,
*,,9,1,,40,*,1200,*,1,
12.3,,2,*,,80,*,2495,*,*,
59.4,,*,*,,30,*,93c0,*,*,
50,,-,*,,60,*,1975,*,*,
*,,1,*,,130,*,3890,*,*,
47.2,,5,5,,35,*,1660***,10,7,
28.6,,*,*,,00,*,3575,*,*,
17.9,,5,272,,130,*,5410,*,17,
10.5,,***,54,,220,*,630c5,*,i22,
80,,*,*,,50,*,1475,*,*,
*,,*,-,,40,*,1265,*,-,
55.6,,3,*,,10,*,240,5,*,
25,,17,375,,3190,5,42820,40,6,
*,,*,*,,10,*,270,*,*,
*,,*,*,,*,*,0,*,*,
10.9,,22,*,,360,*,13080,*,*,
41.7,,*,*,,10,*,385,*,*,
21.3,,*,*,,120,*,780,*,*,
*,,1,47,,480,*,14250,10,2,
854.,,10,509,,320,*,10600,15,s67,
*,,***,*,,95,*,3530,*,*,
793,,13,126,,465,15,14020,10,11,
30.4,,*,*,,15,*,1400,*,*,
2.5,,10,473,,200,*,7255,01,16,
294.,,*,*,,15,*,500,*,*,
*,,1,434,,350,*,11075,10,17,
86.9,,1,186,,250,*,7675,15,44,
*,,*,*,,*,*,k60,*,*,
94.7,,170,*,,20,*,735,*,*,
66.1,,*,358,,60,*,1750,*,41,
*,,*,*,,*,*,0,*,*,
22.1,,o3,66,,395,*,12555,*,21,
*,,*,*,,5,*,185,5,*,
42,,83,26,,605,*,18650,10,5,
17.9,,21,13,,115,*,3430,5,17,
80,,9,*,,195,*,5815,*,*,
66.7,,4,*,,20,*,660,5,*,
2u1.3,,-,406,,1460,15,45540,15,46,
30.3,,31,*,,390,*,12330,*,*,
86.6,,20,*,,10,*,5085,*,*,
10,,*,*,,*,*,210,*,*,
21.3,,j6,2b8,,1275,5,h38815,0,4,
*,,*,*,,*,*,03,*,*,
56.2,,1,108,,300,*,9070,20,9,
*,,02,*,,100,*,3080,10,*,
5.4,,10,185,,370,*,11415,5,01,
18.3,,79,23,,150,*,5725,10,7,
60.9,,*,*,,210,i5,6520,*,*,
70,,,10,,110,*,3220,10,12,
*,,*,*,,*,*,e30,*,*,
*,,*,*,,*,*,1w30,*,*,
9.6,,5,37,,k90,*,3475,*,24,
88.9,,10,*,,35,*,1105,*,*,
34.5,,21,*,,15,*,720,*,*,
*,,*,*,,5,*,158,*,*,
61.4,,1,0,,55,10,1965,5,2,
18.6,,10,138,,230,*,8050,10,11,
30.2,,12,5,,220,*,6720,10,4,
43.8,,1,2,,60,*,1880,*,6,
88.5,,*,*,,25,*,745,*,*,
100,,*,*,,25,*,715,*,*,
*,,1,*,,5,*,260,*,*,
25.q5,,132,53,,360,*,11730,10,3,
43.4,,*,490,,50,*,1015,*,0,
8.3,,15,*,,100,,3615,5,*,
*,,*,*,,40,*,140,*,*,
8.2,,4,*,,310,*,9607,10,*,
*,,17,*,,10,*,380,,*,
*,,*,*,,*,*,03,*,*,
*,,*,*,,*,*,09,*,*,
26.3,,-,183,,155,5,4295,30,11,
*,,*,*,,10,*,352,*,*,
96.3,,*,*,,0,5,2340,*,*,
32.8,,1,38,,15,*,3815,*,***,
4.2,,86,119,,29e0,*,8830,5,5,
4.4,,9,e42,,475,*,15870,10,2,
93.8,,*,*,,30,*,965,*,*,
2.6,,19,*,,160,*,6860,*,*,
18.9,,*,*,,35,*,1085,*,*,
*,,*,*,,*,*,51,*,*,
*,,66,*,,104,*,4310,1n0,*,
*,,*,*,,10,*,455,*,*,
*,,-,*,,10,*,460,*,*,
7.5,,6,204,,155,*,4890,10,3,
*,,*,*,,***,*,*,*,*,
22s.2,,14,148,,520,5,9440,10,13,
10.5,,36,*,,k75,*,2345,5,*,
90.3,,c1,58,,1070,*,33430,10,54,
*,,z39,85,,70,*,2125,10,5,
38.1,,*,*,,15,*,625,*,*,
66.7,,*,*,,10,*,256,*,*,
48.1,,*,31,,25,*,755,*,15,
12.4,,,3m9,,265,*,265,25,***,
62,,13,*,,145,5,4560,*,*,
40.1,,18,19,,290,*,8865,15,5,
66.4***,,15,*,,125,*,3830,*,*,
88,,*,*,,75,*,2208,*,*,
10.3,,120,419,,320,*,11130,*,69,
14.5,,***,815,,6520,45,232610,395,23,
25,,*,*,,35,*,1105,*,*,
*,,*,-,,20,*,810,*,-,
*,,*,*,,*,*,3b0,*,*,
92.3,,,*,,295,*,9190,15,*,
*,,*,*,,5,*,320,*,*,
23.2,,26,*,,40,*,4705,*,*,
32,,-,389,,6905,30,219557,410,28,
25.5,,*,*,,205,*,6225,*,*,
51.4,,,*,,170,*,5125,*,*,
3.6,,6,208,,155,*,5355,30,,
*,,*,*,,*,*,02,*,*,
40,,94,*,,195,*,6705,*,*,
5,,,*,,15,*,770,*,*,
*,,*,*,,0,*,240,*,*,
61.3,,1,*,,35,*,1830,***,*,
x35.8,,10,*,,45,*,19f85,*,*,
7.95,,7,*,,110,*,4070,*,*,
*,,*,*,,*,*,06,*,*,
*,,*,*,,*,*,0,*,*,
1.69,,1,-,,30,*,1790,*,-,
21.3,,1,56,,210,*,8855,5,3,
91.2,,8,37,,07,*,2110,*,5,
88.9,,113,*,,h90,*,3075,5,*,
82.5,,*,*,,80,*,w2355,*,*,
67.2,,32,8,,125,*,3825,5,8,
45.5,,27,*,,10,*,290,*,*,
74.8,,347,*,,10,*,4415,*,*,
47,,*,*,,145,*,4530,*,*,
5.9,,,0,,235,*,7845,1a0,3,
9.3,,1,74,,105,*,4605,*,3,
*,,*,-,,*,*,315,*,-,
*,,*,*,,*,*,59,*,*,
33.3,,*,*,,15,*,400,*,*,
58.7,,*,*,,100,*,3050,*,*,
*,,*,*,,*,*,a20,*,*,
63.6,,t8,*,,120,*,4610,10,*,
100,,*,*,,5,*,180,*,*,
*,,***,417,,85,*,5985,10,8,
41,,j50,*,,215,*,21790,*,*,
*,,*,*,,*,*,06,*,*,
94.4,,e28,*,,20,*,665,*,*,
23.6,,4,41,,105,*,4835,*,6,
